WTEID,MonthID,WhitePlayer,BlackPlayer,WhiteScore,Leaderboard
71,10961,1345,1359,1,0
72,10961,1346,1463,1,2
73,10961,1350,1347,1,0
74,10961,1361,1169,1,0
75,10961,1365,1168,1,0
76,10961,1374,1249,1,0
77,10961,1376,1316,1,0
78,10961,1385,1312,1,0
79,10961,1390,1459,1,0
80,10961,1392,1162,1,0
81,10961,1393,1244,1,0
82,10961,1395,1341,1,0
83,10961,1396,1110,1,0
84,10961,1400,1295,1,0
85,10961,1401,1322,1,0
86,10961,1370,1402,0,0
87,10961,1403,1259,1,0
88,10961,1417,1286,1,0
89,10961,1424,1287,1,0
90,10961,1133,1426,0,0
91,10961,1428,1123,1,0
92,10961,1429,1451,1,0
93,10961,1430,1377,1,0
94,10961,1431,1450,1,0
95,10961,1434,1190,1,0
96,10961,1241,1438,0,0
97,10961,1439,1271,1,0
98,10961,1448,1421,1,0
99,10961,1449,1354,1,0
100,10961,1452,1284,1,0
101,10961,1455,1308,1,0
102,10961,1458,1297,1,0
103,10961,1460,1125,1,0
104,10961,1462,1319,1,0
105,10962,1258,1129,0,0
106,10962,1179,1132,0,0
107,10962,1139,1263,1,0
108,10962,1145,1436,1,0
109,10962,1161,1285,1,0
110,10962,1335,1175,0,1
111,10962,1181,1193,1,0
112,10962,1199,1264,1,0
113,10962,1207,1383,1,0
114,10962,1218,1167,1,0
115,10962,1464,1245,0,0
116,10962,1247,1159,1,0
117,10962,1261,1205,1,0
118,10962,1305,1142,1,0
119,10962,1320,1315,1,0
120,10962,1325,1111,1,0
121,10962,1330,1423,1,0
122,10962,1331,1409,1,0
123,10962,1425,1340,0,0
124,10962,1344,1107,1,0
125,10962,1367,1197,1,0
126,10962,1382,1171,1,0
127,10962,1387,1356,1,0
128,10962,1412,1419,0,0
129,10962,1443,1122,1,0
130,10963,1112,1169,1,0
131,10963,1116,1106,1,0
132,10963,1143,1244,1,0
133,10963,1189,1150,0,0
134,10963,1166,1152,1,0
135,10963,1176,1226,1,0
136,10963,1353,1203,0,0
137,10963,1206,1343,1,0
138,10963,1216,1389,1,0
139,10963,1228,1164,1,0
140,10963,1246,1138,1,0
141,10963,1259,1165,1,0
142,10963,1267,1366,1,0
143,10963,1275,1381,1,0
144,10963,1281,1434,1,0
145,10963,1303,1146,1,0
146,10963,1304,1297,1,0
147,10963,1307,1168,1,0
148,10963,1314,1352,1,0
149,10963,1323,1298,1,0
150,10963,1328,1368,1,0
151,10963,1329,1341,1,0
152,10963,1336,1200,1,0
153,10963,1338,1359,1,0
154,10963,1363,1339,0,1
155,10963,1345,1237,1,0
156,10963,1348,1262,1,0
157,10963,1362,1354,1,0
158,10963,1371,1273,1,0
159,10963,1378,1238,1,0
160,10963,1390,1377,1,0
161,10963,1393,1214,1,0
162,10963,1400,1108,1,0
163,10963,1405,1319,1,0
164,10963,1414,1334,1,0
165,10963,1416,1391,1,0
166,10963,1417,1157,1,0
167,10963,1187,1421,0,0
168,10963,1424,1358,1,0
169,10963,1229,1429,0,0
170,10963,1438,1313,1,0
171,10963,1452,1248,1,0
172,10963,1458,1151,1,0
173,10963,1461,1294,1,0
174,10964,1104,1441,1,0
175,10964,1110,1384,1,0
176,10964,1113,1126,1,0
177,10964,1252,1125,0,0
178,10964,1160,1120,1,0
179,10964,1415,1170,0,0
180,10964,1185,1324,1,0
181,10964,1186,1430,1,0
182,10964,1195,1364,1,1
183,10964,1158,1205,0,0
184,10964,1211,1374,1,0
185,10964,1213,1286,1,0
186,10964,1225,1355,1,0
187,10964,1227,1442,1,0
188,10964,1231,1411,1,0
189,10964,1234,1295,1,0
190,10964,1235,1209,1,0
191,10964,1188,1236,0,0
192,10964,1241,1347,1,0
193,10964,1243,1282,1,0
194,10964,1251,1174,1,0
195,10964,1257,1240,1,0
196,10964,1268,1148,1,0
197,10964,1196,1274,0,0
198,10964,1276,1137,1,0
199,10964,1407,1279,0,0
200,10964,1280,1290,1,0
201,10964,1301,1220,1,0
202,10964,1312,1263,1,0
203,10964,1317,1311,1,0
204,10964,1135,1321,0,0
205,10964,1332,1178,1,0
206,10964,1344,1127,1,0
207,10964,1299,1367,0,0
208,10964,1379,1375,1,0
209,10964,1180,1386,0,0
210,10964,1395,1450,1,0
211,10964,1396,1256,1,0
212,10964,1117,1404,0,0
213,10964,1288,1406,0,0
214,10964,1409,1418,1,0
215,10964,1427,1410,0,0
216,10964,1425,1399,1,0
217,10964,1373,1436,0,0
218,10964,1437,1271,1,0
219,10964,1408,1448,0,0
220,10964,1155,1457,0,0
221,10965,1376,1124,0,0
222,10965,1129,1285,1,2
223,10965,1426,1138,0,0
224,10965,1139,1151,1,0
225,10965,1140,1114,1,0
226,10965,1141,1464,1,0
227,10965,1250,1145,0,0
228,10965,1162,1447,1,0
229,10965,1165,1159,1,0
230,10965,1172,1144,1,0
231,10965,1177,1179,1,0
232,10965,1391,1198,0,0
233,10965,1207,1394,1,0
234,10965,1208,1392,1,0
235,10965,1210,1105,1,0
236,10965,1218,1219,0,0
237,10965,1239,1238,0,0
238,10965,1346,1247,0,0
239,10965,1261,1403,1,1
240,10965,1269,1264,1,1
241,10965,1278,1443,1,0
242,10965,1292,1293,0,0
243,10965,1304,1146,1,0
244,10965,1199,1318,0,0
245,10965,1372,1320,0,1
246,10965,1326,1266,1,0
247,10965,1330,1350,1,0
248,10965,1335,1351,0,0
249,10965,1398,1356,0,0
250,10965,1361,1428,1,0
251,10965,1232,1387,0,0
252,10965,1388,1308,1,0
253,10965,1422,1423,0,0
254,10965,1433,1405,1,0
255,10965,1438,1354,1,0
256,10965,1456,1224,1,0
257,10965,1459,1233,1,0
258,10965,1462,1253,1,0
259,10966,1107,1312,1,0
260,10966,1112,1414,1,0
261,10966,1116,1448,1,0
262,10966,1383,1119,0,0
263,10966,1313,1131,0,0
264,10966,1132,1460,1,0
265,10966,1153,1287,1,0
266,10966,1156,1240,1,0
267,10966,1166,1328,1,0
268,10966,1169,1286,1,0
269,10966,1275,1191,0,0
270,10966,1195,1325,1,0
271,10966,1202,1111,1,0
272,10966,1211,1386,1,0
273,10966,1216,1171,1,0
274,10966,1221,1135,1,0
275,10966,1454,1237,0,0
276,10966,1241,1255,1,0
277,10966,1248,1343,1,0
278,10966,1259,1420,1,0
279,10966,1291,1271,0,0
280,10966,1273,1244,1,0
281,10966,1281,1331,1,0
282,10966,1297,1299,1,0
283,10966,1308,1294,1,0
284,10966,1317,1175,1,0
285,10966,1323,1164,1,0
286,10966,1363,1337,0,0
287,10966,1349,1341,1,0
288,10966,1133,1352,0,0
289,10966,1353,1192,1,0
290,10966,1359,1122,1,0
291,10966,1360,1197,1,0
292,10966,1370,1303,1,0
293,10966,1382,1373,0,0
294,10966,1385,1254,1,0
295,10966,1402,1249,1,0
296,10966,1409,1101,1,0
297,10966,1429,1365,1,0
298,10966,1439,1251,1,0
299,10966,1324,1444,0,0
300,10966,1458,1453,1,0
301,10967,1104,1379,1,0
302,10967,1113,1258,1,0
303,10967,1136,1306,1,0
304,10967,1217,1194,1,0
305,10967,1231,1374,1,0
306,10967,1357,1262,0,0
307,10967,1268,1200,1,0
308,10967,1276,1178,1,0
309,10967,1279,1380,1,0
310,10967,1296,1225,1,0
311,10967,1301,1239,1,0
312,10967,1389,1310,0,0
313,10967,1319,1201,1,0
314,10967,1320,1288,1,0
315,10967,1321,1316,1,0
316,10967,1344,1298,1,0
317,10967,1345,1212,1,0
318,10967,1347,1224,1,0
319,10967,1361,1167,1,0
320,10967,1366,1457,1,0
321,10967,1412,1378,0,1
322,10967,1388,1176,1,0
323,10967,1395,1309,1,0
324,10967,1397,1411,1,0
325,10967,1408,1290,1,0
326,10967,1183,1413,0,0
327,10967,1417,1311,1,0
328,10967,1213,1426,0,0
329,10967,1433,1271,1,0
330,10967,1435,1252,1,0
331,10967,1437,1137,1,0
332,10968,1116,1175,1,0
333,10968,1120,1418,1,0
334,10968,1124,1341,1,0
335,10968,1141,1263,1,0
336,10968,1142,1174,1,0
337,10968,1161,1209,1,0
338,10968,1185,1464,1,0
339,10968,1196,1419,1,1
340,10968,1208,1407,1,0
341,10968,1210,1236,1,0
342,10968,1213,1197,1,0
343,10968,1220,1392,1,0
344,10968,1228,1122,1,0
345,10968,1448,1233,0,0
346,10968,1245,1356,1,0
347,10968,1246,1131,1,0
348,10968,1253,1243,1,0
349,10968,1256,1287,1,0
350,10968,1257,1267,1,0
351,10968,1277,1260,1,0
352,10968,1284,1126,1,0
353,10968,1295,1244,1,0
354,10968,1329,1454,1,0
355,10968,1332,1405,1,0
356,10968,1333,1331,1,0
357,10968,1351,1250,1,0
358,10968,1355,1315,1,0
359,10968,1428,1415,1,0
360,10968,1438,1203,1,0
361,10968,1370,1449,0,0
362,10968,1450,1226,1,0
363,10968,1193,1459,0,0
364,10968,1462,1372,1,0
365,10969,1439,1111,0,0
366,10969,1114,1282,1,0
367,10969,1265,1119,0,0
368,10969,1443,1125,0,0
369,10969,1139,1259,1,0
370,10969,1144,1159,0,0
371,10969,1168,1363,1,0
372,10969,1178,1375,1,0
373,10969,1101,1182,0,0
374,10969,1185,1422,1,0
375,10969,1190,1421,1,0
376,10969,1207,1352,1,0
377,10969,1310,1216,0,0
378,10969,1222,1288,1,0
379,10969,1343,1230,0,0
380,10969,1231,1249,1,0
381,10969,1232,1135,1,0
382,10969,1237,1123,1,1
383,10969,1247,1389,1,0
384,10969,1335,1248,0,0
385,10969,1256,1110,1,0
386,10969,1312,1262,0,0
387,10969,1275,1251,1,0
388,10969,1278,1420,1,0
389,10969,1280,1429,1,0
390,10969,1284,1148,1,0
391,10969,1137,1291,0,0
392,10969,1292,1380,1,0
393,10969,1295,1214,1,0
394,10969,1266,1303,0,0
395,10969,1313,1411,1,0
396,10969,1320,1316,1,0
397,10969,1321,1189,1,1
398,10969,1339,1188,1,0
399,10969,1107,1346,0,1
400,10969,1348,1304,1,1
401,10969,1350,1219,1,0
402,10969,1193,1358,0,0
403,10969,1366,1156,1,1
404,10969,1146,1369,0,0
405,10969,1374,1186,1,0
406,10969,1382,1145,1,0
407,10969,1384,1271,1,0
408,10969,1386,1436,1,0
409,10969,1399,1151,1,0
410,10969,1403,1283,1,0
411,10969,1202,1413,0,0
412,10969,1440,1423,0,0
413,10969,1426,1223,1,0
414,10969,1427,1402,1,0
415,10969,1381,1430,0,0
416,10969,1431,1308,1,0
417,10969,1442,1368,1,0
418,10969,1444,1179,1,0
419,10969,1349,1456,0,0
420,10969,1458,1129,1,0
421,10969,1149,1460,0,0
422,10969,1461,1160,1,0
423,10970,1114,1169,1,2
424,10970,1133,1299,1,0
425,10970,1141,1115,1,0
426,10970,1153,1183,1,0
427,10970,1161,1273,1,0
428,10970,1250,1162,0,0
429,10970,1166,1300,1,0
430,10970,1167,1174,1,0
431,10970,1176,1164,1,0
432,10970,1185,1255,1,0
433,10970,1193,1377,1,1
434,10970,1208,1194,1,0
435,10970,1220,1447,1,0
436,10970,1317,1233,0,0
437,10970,1246,1286,1,0
438,10970,1256,1342,1,0
439,10970,1200,1262,0,0
440,10970,1279,1319,1,0
441,10970,1370,1285,0,0
442,10970,1301,1378,1,0
443,10970,1326,1357,1,0
444,10970,1328,1322,1,0
445,10970,1353,1383,1,0
446,10970,1388,1414,1,0
447,10970,1387,1394,0,0
448,10970,1284,1406,0,1
449,10970,1412,1238,1,0
450,10970,1416,1367,1,0
451,10970,1417,1253,1,0
452,10970,1435,1398,1,0
453,10970,1245,1463,0,0
454,10971,1111,1214,1,0
455,10971,1123,1212,1,0
456,10971,1124,1372,1,0
457,10971,1125,1252,1,0
458,10971,1231,1186,0,0
459,10971,1457,1190,0,0
460,10971,1204,1198,1,0
461,10971,1228,1135,1,0
462,10971,1232,1122,1,0
463,10971,1234,1337,1,0
464,10971,1236,1239,1,0
465,10971,1241,1159,1,0
466,10971,1242,1351,1,0
467,10971,1257,1366,1,0
468,10971,1266,1312,1,0
469,10971,1272,1341,1,0
470,10971,1277,1365,1,0
471,10971,1308,1391,1,0
472,10971,1340,1188,1,1
473,10971,1360,1444,1,0
474,10971,1395,1290,1,0
475,10971,1399,1368,1,0
476,10971,1405,1137,1,0
477,10971,1324,1441,0,2
478,10971,1448,1311,1,0
479,10971,1461,1197,1,0
480,10971,1462,1293,1,0
481,10972,1374,1116,0,0
482,10972,1119,1127,1,0
483,10972,1132,1369,1,0
484,10972,1133,1394,1,0
485,10972,1213,1138,0,0
486,10972,1149,1146,1,0
487,10972,1153,1300,1,0
488,10972,1160,1102,1,0
489,10972,1162,1192,1,0
490,10972,1166,1183,1,0
491,10972,1179,1237,1,0
492,10972,1195,1362,1,0
493,10972,1199,1154,1,0
494,10972,1346,1216,0,0
495,10972,1217,1222,1,0
496,10972,1420,1224,0,0
497,10972,1105,1240,0,0
498,10972,1246,1426,1,0
499,10972,1247,1383,1,0
500,10972,1117,1249,0,0
501,10972,1427,1260,0,0
502,10972,1150,1274,0,0
503,10972,1292,1319,1,0
504,10972,1304,1303,1,0
505,10972,1306,1131,1,0
506,10972,1324,1152,1,0
507,10972,1325,1115,1,0
508,10972,1336,1103,1,0
509,10972,1378,1220,1,0
510,10972,1379,1407,1,0
511,10972,1382,1238,1,0
512,10972,1386,1254,1,1
513,10972,1387,1299,1,0
514,10972,1353,1389,0,0
515,10972,1390,1174,1,0
516,10972,1392,1443,1,0
517,10972,1393,1259,1,0
518,10972,1396,1335,1,0
519,10972,1400,1384,1,0
520,10972,1403,1322,1,0
521,10972,1126,1404,0,0
522,10972,1408,1380,1,0
523,10972,1425,1168,1,0
524,10972,1435,1313,1,0
525,10972,1438,1398,1,0
526,10972,1456,1442,1,0
527,10973,1159,1107,0,0
528,10973,1214,1110,0,0
529,10973,1125,1176,1,0
530,10973,1143,1142,1,0
531,10973,1151,1352,1,0
532,10973,1165,1145,1,0
533,10973,1416,1172,0,0
534,10973,1181,1202,1,0
535,10973,1381,1184,0,0
536,10973,1186,1297,1,0
537,10973,1203,1255,1,0
538,10973,1324,1209,0,0
539,10973,1233,1175,1,0
540,10973,1234,1296,1,0
541,10973,1241,1357,1,0
542,10973,1244,1359,1,0
543,10973,1177,1250,0,0
544,10973,1257,1156,1,0
545,10973,1258,1415,1,0
546,10973,1269,1318,1,0
547,10973,1267,1287,0,0
548,10973,1301,1350,1,0
549,10973,1308,1197,1,0
550,10973,1317,1290,1,0
551,10973,1323,1212,1,0
552,10973,1326,1144,1,0
553,10973,1169,1340,0,0
554,10973,1368,1399,1,0
555,10973,1374,1411,1,0
556,10973,1376,1421,1,0
557,10973,1278,1385,0,0
558,10973,1395,1347,1,0
559,10973,1413,1429,1,1
560,10973,1428,1410,1,0
561,10973,1226,1430,0,0
562,10973,1436,1136,1,0
563,10973,1448,1291,1,0
564,10973,1461,1391,1,0
565,10973,1463,1248,1,0
566,10973,1464,1282,1,0
567,10974,1151,1157,1,0
568,10974,1367,1198,1,0
569,10975,1116,1317,1,0
570,10975,1155,1219,1,0
571,10975,1267,1156,0,0
572,10975,1171,1236,1,0
573,10975,1448,1175,0,0
574,10975,1199,1149,1,0
575,10975,1238,1220,0,0
576,10975,1231,1422,1,0
577,10975,1240,1366,1,0
578,10975,1256,1359,1,0
579,10975,1268,1284,1,0
580,10975,1274,1375,1,0
581,10975,1286,1426,1,0
582,10975,1294,1391,1,0
583,10975,1301,1129,1,0
584,10975,1304,1404,1,0
585,10975,1326,1241,1,0
586,10975,1137,1336,0,0
587,10975,1344,1463,1,0
588,10975,1168,1367,0,0
589,10975,1389,1398,1,0
590,10975,1393,1221,1,0
591,10975,1401,1309,1,0
592,10975,1408,1368,1,0
593,10975,1411,1249,1,0
594,10975,1428,1315,1,0
595,10976,1113,1159,1,0
596,10976,1114,1146,1,0
597,10976,1325,1125,0,0
598,10976,1140,1184,1,0
599,10976,1141,1213,1,0
600,10976,1162,1110,1,0
601,10976,1127,1165,0,0
602,10976,1172,1423,1,0
603,10976,1173,1227,1,0
604,10976,1204,1354,1,0
605,10976,1206,1264,1,0
606,10976,1237,1209,0,0
607,10976,1217,1269,1,0
608,10976,1229,1464,1,1
609,10976,1234,1255,1,0
610,10976,1244,1151,1,0
611,10976,1245,1260,0,0
612,10976,1261,1270,1,0
613,10976,1200,1271,0,0
614,10976,1276,1311,1,0
615,10976,1225,1297,0,0
616,10976,1303,1305,1,0
617,10976,1182,1312,0,0
618,10976,1318,1193,1,0
619,10976,1323,1152,1,0
620,10976,1324,1405,1,0
621,10976,1330,1433,1,0
622,10976,1369,1105,1,0
623,10976,1370,1169,1,0
624,10976,1371,1203,1,0
625,10976,1259,1373,0,0
626,10976,1378,1239,1,0
627,10976,1298,1384,0,0
628,10976,1388,1142,1,0
629,10976,1420,1406,0,0
630,10976,1413,1430,1,0
631,10976,1258,1414,0,0
632,10976,1415,1101,1,0
633,10976,1424,1107,1,0
634,10976,1428,1106,1,0
635,10976,1447,1335,1,0
636,10976,1452,1158,1,0
637,10976,1455,1409,1,0
638,10976,1456,1459,1,0
639,10976,1367,1460,0,0
640,10976,1461,1308,1,0
641,10977,1103,1136,1,0
642,10977,1116,1233,1,0
643,10977,1178,1132,0,0
644,10977,1201,1143,0,0
645,10977,1421,1150,0,1
646,10977,1160,1252,1,0
647,10977,1176,1309,1,0
648,10977,1177,1390,1,0
649,10977,1180,1379,1,0
650,10977,1181,1119,1,0
651,10977,1187,1148,1,0
652,10977,1275,1189,0,0
653,10977,1246,1344,1,0
654,10977,1192,1248,0,0
655,10977,1131,1262,0,0
656,10977,1268,1440,1,0
657,10977,1294,1197,1,0
658,10977,1286,1295,0,0
659,10977,1296,1263,1,0
660,10977,1171,1306,0,0
661,10977,1320,1350,1,0
662,10977,1332,1340,1,0
663,10977,1346,1436,1,0
664,10977,1357,1144,1,0
665,10977,1362,1285,1,0
666,10977,1374,1284,1,0
667,10977,1167,1377,0,0
668,10977,1427,1381,0,0
669,10977,1396,1254,1,0
670,10977,1163,1400,0,0
671,10977,1403,1102,1,0
672,10977,1408,1399,1,0
673,10977,1416,1126,1,0
674,10977,1307,1425,0,0
675,10977,1439,1288,1,0
676,10977,1463,1216,1,0
677,10978,1146,1117,0,0
678,10978,1124,1411,1,0
679,10978,1130,1265,1,0
680,10978,1193,1137,0,1
681,10978,1149,1441,1,0
682,10978,1170,1430,1,0
683,10978,1287,1190,0,0
684,10978,1200,1373,1,0
685,10978,1422,1219,0,0
686,10978,1251,1202,1,0
687,10978,1199,1304,0,0
688,10978,1155,1353,0,0
689,10978,1359,1239,1,1
690,10978,1267,1376,0,0
691,10978,1451,1331,1,0
692,10978,1457,1366,1,0
693,10979,1103,1115,1,0
694,10979,1104,1378,1,0
695,10979,1112,1205,1,0
696,10979,1125,1292,1,0
697,10979,1133,1141,1,0
698,10979,1429,1140,0,0
699,10979,1153,1392,1,0
700,10979,1157,1354,1,0
701,10979,1158,1154,1,0
702,10979,1177,1296,1,0
703,10979,1182,1224,1,0
704,10979,1191,1460,1,0
705,10979,1198,1244,1,0
706,10979,1151,1208,0,0
707,10979,1211,1368,1,0
708,10979,1227,1213,0,0
709,10979,1398,1214,0,0
710,10979,1218,1175,1,0
711,10979,1220,1313,1,0
712,10979,1231,1338,1,0
713,10979,1235,1249,1,0
714,10979,1241,1144,1,0
715,10979,1243,1303,1,0
716,10979,1322,1256,0,0
717,10979,1257,1326,1,0
718,10979,1162,1259,0,0
719,10979,1261,1269,1,0
720,10979,1263,1447,1,1
721,10979,1271,1420,1,0
722,10979,1274,1228,1,0
723,10979,1276,1393,1,0
724,10979,1448,1278,0,0
725,10979,1281,1369,1,0
726,10979,1345,1301,1,0
727,10979,1371,1291,1,0
728,10979,1272,1372,0,0
729,10979,1169,1377,0,0
730,10979,1385,1310,1,0
731,10979,1400,1426,1,0
732,10979,1407,1108,1,0
733,10979,1167,1415,0,0
734,10979,1416,1204,1,0
735,10979,1229,1433,0,0
736,10979,1461,1176,1,0
737,10979,1352,1464,0,0
738,10980,1102,1212,1,0
739,10980,1135,1110,0,0
740,10980,1113,1424,1,0
741,10980,1174,1119,0,0
742,10980,1131,1127,1,0
743,10980,1232,1139,0,0
744,10980,1143,1285,1,2
745,10980,1389,1145,0,0
746,10980,1160,1362,1,0
747,10980,1161,1431,1,0
748,10980,1172,1150,1,0
749,10980,1275,1173,0,0
750,10980,1458,1181,0,0
751,10980,1183,1123,1,0
752,10980,1190,1441,1,0
753,10980,1192,1343,1,0
754,10980,1194,1187,1,0
755,10980,1201,1414,1,0
756,10980,1321,1210,0,0
757,10980,1217,1318,1,0
758,10980,1107,1221,0,0
759,10980,1349,1223,0,0
760,10980,1450,1225,0,0
761,10980,1314,1234,0,0
762,10980,1391,1236,0,0
763,10980,1240,1457,1,1
764,10980,1250,1384,1,0
765,10980,1253,1305,1,0
766,10980,1255,1171,1,0
767,10980,1262,1312,1,0
768,10980,1254,1306,0,0
769,10980,1307,1308,1,0
770,10980,1126,1316,0,0
771,10980,1323,1277,1,1
772,10980,1329,1317,1,0
773,10980,1206,1330,0,0
774,10980,1333,1290,1,0
775,10980,1298,1335,0,0
776,10980,1336,1439,1,0
777,10980,1339,1340,1,0
778,10980,1350,1456,1,0
779,10980,1351,1148,1,0
780,10980,1188,1356,0,0
781,10980,1159,1357,0,0
782,10980,1379,1295,1,0
783,10980,1382,1138,1,0
784,10980,1386,1396,1,0
785,10980,1399,1252,1,0
786,10980,1401,1358,1,0
787,10980,1403,1120,1,0
788,10980,1297,1404,0,0
789,10980,1156,1405,0,0
790,10980,1406,1164,1,0
791,10980,1260,1408,0,0
792,10980,1409,1166,1,0
793,10980,1413,1363,1,0
794,10980,1417,1168,1,0
795,10980,1418,1238,1,0
796,10980,1425,1258,1,0
797,10980,1319,1427,0,1
798,10980,1428,1455,1,1
799,10980,1184,1434,0,0
800,10980,1436,1216,1,0
801,10980,1247,1437,0,0
802,10980,1268,1438,0,0
803,10980,1443,1132,1,0
804,10980,1454,1282,1,0
805,10980,1459,1342,1,0
806,10980,1136,1463,0,0
807,10981,1101,1170,1,0
808,10981,1103,1442,1,0
809,10981,1239,1111,0,0
810,10981,1435,1124,0,0
811,10981,1152,1177,0,0
812,10981,1203,1420,1,0
813,10981,1209,1453,1,0
814,10981,1222,1410,1,0
815,10981,1235,1116,1,0
816,10981,1452,1261,0,0
817,10981,1283,1114,1,0
818,10981,1265,1284,0,0
819,10981,1337,1169,1,0
820,10981,1361,1360,1,0
821,10981,1364,1370,1,0
822,10981,1367,1299,1,0
823,10981,1279,1395,0,0
824,10981,1412,1287,1,0
825,10981,1359,1440,0,0
826,10982,1130,1344,1,0
827,10982,1120,1157,0,0
828,10982,1193,1264,1,0
829,10982,1242,1196,1,0
830,10982,1246,1400,1,0
831,10982,1257,1198,1,0
832,10982,1278,1441,1,0
833,10982,1271,1300,0,0
834,10982,1328,1281,1,0
835,10982,1372,1253,1,0
836,10982,1373,1346,1,0
837,10982,1374,1461,1,0
838,10982,1163,1463,0,0
839,10982,1377,1464,0,0
840,10983,1106,1240,1,0
841,10983,1112,1211,1,1
842,10983,1123,1232,1,0
843,10983,1126,1239,1,0
844,10983,1388,1129,0,0
845,10983,1132,1105,1,0
846,10983,1135,1136,1,0
847,10983,1139,1321,1,0
848,10983,1141,1188,1,0
849,10983,1310,1145,0,0
850,10983,1216,1148,0,0
851,10983,1154,1298,1,0
852,10983,1162,1137,1,0
853,10983,1165,1262,1,0
854,10983,1171,1263,1,0
855,10983,1172,1391,1,0
856,10983,1173,1185,1,0
857,10983,1394,1176,0,0
858,10983,1178,1378,1,0
859,10983,1370,1186,0,0
860,10983,1191,1237,1,0
861,10983,1199,1416,1,0
862,10983,1167,1201,0,0
863,10983,1202,1359,1,0
864,10983,1214,1164,1,0
865,10983,1436,1217,0,2
866,10983,1219,1456,1,0
867,10983,1222,1101,1,0
868,10983,1224,1299,1,0
869,10983,1225,1413,1,0
870,10983,1228,1110,1,0
871,10983,1231,1366,1,0
872,10983,1234,1420,1,0
873,10983,1236,1275,1,0
874,10983,1244,1245,0,0
875,10983,1248,1447,1,0
876,10983,1254,1250,0,0
877,10983,1252,1398,1,0
878,10983,1256,1238,1,0
879,10983,1227,1260,0,0
880,10983,1268,1457,1,0
881,10983,1270,1418,1,0
882,10983,1272,1133,1,0
883,10983,1273,1440,1,0
884,10983,1277,1115,1,0
885,10983,1286,1430,1,0
886,10983,1259,1291,0,0
887,10983,1375,1292,0,1
888,10983,1293,1443,1,0
889,10983,1301,1448,1,0
890,10983,1434,1307,0,0
891,10983,1308,1431,1,0
892,10983,1276,1312,0,0
893,10983,1313,1288,1,0
894,10983,1179,1315,0,0
895,10983,1345,1316,0,0
896,10983,1318,1444,1,0
897,10983,1320,1206,1,1
898,10983,1323,1192,1,0
899,10983,1287,1324,0,1
900,10983,1326,1159,1,0
901,10983,1339,1333,0,1
902,10983,1226,1334,0,0
903,10983,1127,1335,0,0
904,10983,1267,1336,0,0
905,10983,1168,1337,0,0
906,10983,1343,1392,1,0
907,10983,1379,1348,0,0
908,10983,1354,1197,1,0
909,10983,1355,1282,1,0
910,10983,1356,1122,1,0
911,10983,1357,1221,1,0
912,10983,1358,1410,1,0
913,10983,1363,1365,0,0
914,10983,1210,1367,0,0
915,10983,1369,1368,1,0
916,10983,1371,1353,1,0
917,10983,1376,1329,1,0
918,10983,1325,1382,0,0
919,10983,1251,1383,0,0
920,10983,1384,1107,1,0
921,10983,1393,1385,0,0
922,10983,1131,1389,0,0
923,10983,1397,1243,1,0
924,10983,1401,1113,1,0
925,10983,1402,1341,1,0
926,10983,1255,1404,0,0
927,10983,1405,1152,1,0
928,10983,1407,1146,1,0
