Player,Rating,KFactor,NumGames
1703,2398,10,30
1706,2186,25,9
1713,2132,25,12
1724,2257,15,30
1725,2157,15,30
1726,2247,15,30
1728,2177,25,16
1730,2261,15,30
1734,2400,10,30
1738,2115,15,30
1740,2351,15,30
1742,2344,10,30
1744,2317,25,24
1747,2190,15,30
1748,2123,25,17
1749,2029,15,30
1750,2443,10,30
1757,2313,15,30
1759,2496,10,30
1762,2133,15,30
1764,2189,25,29
1776,2194,15,30
1782,2301,15,30
1784,2231,15,30
1785,2183,25,11
1787,2353,15,30
1789,2232,15,30
1790,2238,25,13
1792,2353,15,30
1793,2089,25,22
1798,2428,10,30
1804,2425,10,30
1807,2186,15,30
1809,2119,15,30
1811,2113,15,30
1813,2125,15,30
1819,2112,15,30
1828,2130,15,30
1831,2308,15,30
1833,2272,15,30
1836,2100,15,30
1840,2375,10,30
1841,2256,25,17
1847,2102,15,30
1855,2051,25,19
1857,2155,15,30
1858,2326,15,30
1861,2079,15,30
1867,2503,10,30
1868,2141,15,30
1873,2277,10,30
1875,2161,25,21
1879,2033,15,30
1881,2292,15,30
1887,2385,15,30
1896,2233,15,30
1897,2134,15,30
1905,2214,15,30
1916,2302,15,30
1918,2043,25,22
1921,2397,10,30
1922,2213,15,30
1923,2348,10,30
1924,2111,15,30
1927,2277,15,30
1929,2292,15,30
1932,2047,15,30
1936,2183,15,30
1939,2297,15,30
1941,2213,15,30
1944,2293,15,30
1946,2246,15,30
1948,2241,15,30
1953,2448,10,30
1955,2144,15,30
1958,2151,15,30
1968,2173,15,30
1969,2248,15,30
1977,2197,15,30
1983,2256,15,30
1985,2189,15,30
1986,2522,10,30
1988,2311,15,30
1989,2326,15,30
1990,2207,15,30
1996,2365,15,30
2000,2489,10,30
2002,2209,15,30
2003,2390,10,30
2015,2122,15,30
2016,2335,15,30
2025,2134,25,10
2027,2364,10,30
2032,2228,25,16
2034,2330,10,30
2036,2149,25,29
2039,2033,25,28
2046,2288,15,30
2048,2104,15,30
2051,2219,15,30
2052,2164,15,30
2054,2564,10,30
2056,2361,15,30
2058,2332,15,30
2065,2211,15,30
2076,2153,25,18
2087,2123,25,12
2096,2198,15,30
2106,2373,15,30
2107,2389,10,30
2115,2703,10,30
2117,2383,15,30
2118,2156,15,30
2119,2165,25,12
2120,2143,15,30
2130,2243,25,23
2149,2144,15,30
2151,2283,15,30
2153,2408,10,30
2157,2276,15,30
2158,2103,15,30
2173,2381,10,30
2177,2254,15,30
2187,2265,15,30
2188,2151,15,30
2189,2281,15,30
2191,2273,15,30
2193,2314,15,30
2199,2480,10,30
2209,2465,10,30
2213,2046,15,30
2219,2315,25,11
2224,2189,15,30
2240,2171,15,30
2243,2332,15,30
2249,2108,15,30
2251,2053,15,30
2252,2141,25,18
2257,2058,15,30
2260,2332,25,20
2265,2299,15,30
2268,2135,25,27
2271,2222,15,30
2274,2185,15,30
2278,2457,10,30
2280,2239,25,20
2293,2081,15,30
2294,2160,15,30
2295,2184,15,30
2303,2290,15,30
2304,2256,15,30
2305,2166,15,30
2306,2174,15,30
2313,2178,15,30
2322,2313,15,30
2323,2032,15,30
2328,2153,15,30
2329,2175,15,30
2339,2065,15,30
2345,2150,15,30
2347,2080,15,30
2348,2081,15,30
2350,2110,15,30
2355,2334,10,30
2357,2233,15,30
2358,2384,10,30
2364,2460,10,30
2369,2077,15,30
2375,2532,10,30
2381,2688,10,30
2382,2530,10,30
2383,2078,15,30
2385,2374,15,30
2387,2334,15,30
2391,2388,10,30
2400,2025,15,30
2402,2250,15,30
2408,2183,15,30
2409,2243,15,30
2411,2184,15,30
2412,2219,15,30
2414,2324,15,30
2416,2281,15,30
2425,2371,10,30
2429,2093,15,30
2436,2171,15,30
2437,2333,15,30
2439,2245,15,30
2442,2300,15,30
2444,2387,10,30
2452,2082,15,30
2454,2294,15,30
2455,2087,15,30
2467,2021,15,30
2468,2225,15,30
2469,2090,25,10
2477,2076,15,30
2478,2254,15,30
2479,2075,25,24
2483,2299,15,30
2491,2190,25,25
2495,2184,15,30
2500,2260,15,30
2501,2092,25,13
2504,2428,10,30
2508,2309,15,30
2513,2066,25,28
2516,2187,15,30
2517,2176,15,30
2522,2199,15,30
2528,2031,25,16
2533,2043,25,16
2534,2577,10,30
2535,2517,10,30
2537,2309,15,30
2539,2043,15,30
2540,2218,25,13
2542,2139,15,30
2543,2221,15,30
2544,2290,15,30
2551,2137,25,10
2552,2236,15,30
2554,2092,15,30
2557,2020,15,30
2560,2219,15,30
2562,2393,10,30
2564,2110,15,30
2566,2173,15,30
2570,2300,15,30
2578,2205,15,30
2588,2327,15,30
2593,2407,10,30
2598,2316,15,30
2599,2166,25,17
2600,2139,15,30
2603,2024,15,30
2604,2208,15,30
2607,2028,15,30
2612,2335,15,30
2624,2219,15,30
2625,2554,10,30
2626,2319,15,30
2632,2161,15,30
2639,2012,15,30
2641,2326,10,30
2648,2230,15,30
2649,2206,15,30
2651,2215,15,30
2652,2239,15,30
2654,2319,15,30
2659,2062,15,30
2661,2235,25,27
2662,2388,15,30
2663,2165,15,30
2665,2192,15,30
2668,2200,25,24
2671,2383,10,30
2673,2308,15,30
2678,2155,15,30
2679,2144,25,20
2684,2425,10,30
2691,2211,15,30
2697,2380,10,30
2711,2161,15,30
2720,2138,15,30
2721,2275,15,30
2722,2214,15,30
2729,2223,10,30
2730,2168,15,30
2738,2269,15,30
2741,2223,15,30
2743,2174,25,19
2745,2105,25,11
2746,2139,15,30
2752,2162,15,30
2753,2190,15,30
2755,2117,25,9
2759,2256,15,30
2763,2326,15,30
2774,2583,10,30
2775,2143,25,16
2776,2264,15,30
2783,2293,15,30
2789,2218,25,13
2790,2120,15,30
2799,2363,10,30
2802,2112,25,13
2805,2138,25,16
2808,2349,15,30
2811,2479,10,30
2814,2118,15,30
2819,2248,15,30
2824,2186,15,30
2832,2301,10,30
2838,2322,15,30
2856,2527,10,30
2857,2203,15,30
2869,2173,15,30
2875,2189,15,30
2879,2411,10,30
2880,2152,25,27
2881,2382,10,30
2884,2438,10,30
2890,2241,15,30
2891,2080,15,30
2900,2345,15,30
2902,2224,15,30
2905,2330,15,30
2910,2484,10,30
2913,2233,15,30
2919,2213,15,30
2920,2292,15,30
2923,2291,25,20
2926,2177,15,30
2930,2229,15,30
2932,2237,15,30
2933,2191,15,30
2934,2299,15,30
2936,2155,15,30
2941,2257,15,30
2942,2239,15,30
2945,2111,15,30
2949,2166,15,30
2950,2374,15,30
2952,2364,10,30
2956,2121,25,15
2957,2259,15,30
2964,2093,15,30
2966,2185,15,30
2967,2155,25,15
2969,2293,15,30
2977,2275,15,30
2980,2589,10,30
2992,2387,10,30
2997,2318,15,30
3000,2241,15,30
3001,2198,15,30
3006,2495,10,30
3008,2265,15,30
3011,2222,25,15
3024,2408,10,30
3025,2405,10,30
3038,2188,25,15
3040,2394,10,30
3041,2313,15,30
3045,2179,15,30
3049,2290,15,30
3054,2293,15,30
3056,2384,10,30
3058,2140,15,30
3059,2084,15,30
3063,2248,25,19
3064,2235,15,30
3066,2153,15,30
3068,2258,15,30
3073,2184,15,30
3074,2156,15,30
3075,2267,15,30
3077,2539,10,30
3097,2293,15,30
3099,2218,15,30
3103,2135,15,30
3105,2244,15,30
3116,2125,15,30
3117,2224,25,22
3119,2113,15,30
3121,2052,25,26
3122,2236,15,30
3123,2391,10,30
3124,2383,10,30
3126,2276,15,30
3127,2173,15,30
3128,2165,15,30
3132,2101,15,30
3134,2170,15,30
3136,2358,15,30
3138,2323,15,30
3145,2277,15,30
3149,2242,15,30
3150,2331,10,30
3151,2099,25,14
3153,2344,15,30
3158,2385,10,30
3165,2194,15,30
3173,2346,15,30
3182,2140,25,15
3191,2205,15,30
3195,2020,15,30
3199,2103,15,30
3200,2184,15,30
3201,2175,25,18
3204,2065,15,30
3208,2355,15,30
3211,2220,15,30
3216,2156,15,30
3222,2043,15,30
3223,2343,15,30
3224,2258,15,30
3225,2353,10,30
3229,2132,15,30
3235,2392,10,30
3236,2351,10,30
3239,2092,15,30
3256,2185,15,30
3267,2114,15,30
3272,2301,15,30
3280,2201,15,30
3282,2486,10,30
3284,2181,15,30
3293,2228,15,30
3295,2280,15,30
3298,2295,15,30
3302,2193,15,30
3303,2406,10,30
3306,2444,10,30
3311,2273,15,30
3316,2127,15,30
3317,2224,15,30
3318,2264,25,28
3331,2326,15,30
3332,2093,25,12
3339,2023,15,30
3350,2277,15,30
3351,2229,15,30
3356,2214,15,30
3361,2251,15,30
3368,2206,25,15
3374,2460,10,30
3377,2300,15,30
3381,2210,25,29
3391,2299,15,30
3392,2212,15,30
3396,2229,15,30
3398,2207,15,30
3403,2223,15,30
3409,2237,25,10
3410,2310,15,30
3416,2239,15,30
3424,2345,10,30
3426,2312,15,30
3434,2141,15,30
3441,2184,15,30
3442,2348,15,30
3446,2257,15,30
3447,2170,15,30
3451,2135,15,30
3452,2344,15,30
3457,2053,15,30
3459,2258,15,30
3465,2322,25,9
3471,2342,15,30
3488,2343,15,30
3489,2176,25,13
3492,2377,15,30
3494,2227,15,30
3498,2152,15,30
3500,2228,15,30
3501,2287,25,15
3506,2170,15,30
3507,2247,25,22
3509,2242,15,30
3512,2005,15,30
3523,2363,10,30
3524,2268,15,30
3525,2366,15,30
3527,2061,15,30
3528,2204,15,30
3539,2127,15,30
3541,2266,25,25
3542,2271,15,30
3544,2137,15,30
3547,2217,15,30
3555,2079,15,30
3560,2144,25,16
3563,2097,15,30
3567,2238,15,30
3569,2118,15,30
3570,2330,25,25
3575,2441,10,30
3577,2077,15,30
3579,2196,15,30
3594,2530,10,30
3601,2153,25,17
3605,2278,15,30
3609,2194,25,24
3614,2257,15,30
3615,2517,10,30
3620,2248,15,30
3621,2122,15,30
3623,2149,15,30
3625,2289,15,30
3630,2290,25,12
3632,2286,15,30
3634,2061,15,30
3636,2349,15,30
3640,2122,25,14
3649,2205,15,30
3650,2434,10,30
3651,2159,15,30
3652,2254,15,30
3653,2155,15,30
3654,2265,15,30
3657,2035,15,30
3665,2249,25,10
3670,2184,15,30
3671,2141,15,30
3678,2117,15,30
3680,2295,15,30
3683,2242,15,30
3684,2073,15,30
3688,2384,15,30
3694,2239,25,15
3698,2262,15,30
3699,2098,15,30
3700,2191,15,30
3703,2306,15,30
3705,2173,15,30
3707,2035,25,19
3711,2139,15,30
3715,2614,10,30
3716,2018,15,30
3721,2247,15,30
3727,2206,15,30
3728,2039,15,30
3737,2223,15,30
3739,2229,15,30
3742,2251,15,30
3747,2018,25,14
3749,2048,15,30
3754,2207,15,30
3757,2377,15,30
3765,2251,25,11
3766,2144,15,30
3768,2294,25,22
3773,2459,10,30
3777,2252,15,30
3782,2153,25,17
3785,2215,15,30
3786,2117,25,13
3790,2401,10,30
3792,2176,25,18
3794,2203,15,30
3809,2411,10,30
3815,2209,15,30
3820,2074,15,30
3824,2066,15,30
3826,2209,25,11
3844,2338,15,30
3845,2429,10,30
3852,2225,15,30
3854,2285,15,30
3856,2407,10,30
3862,2531,10,30
3865,2165,15,30
3866,2162,25,25
3876,2044,15,30
3880,2289,15,30
3888,2320,15,30
3893,2253,15,30
3899,2086,25,11
3901,2146,15,30
3906,2294,15,30
3907,2148,25,18
3910,2400,10,30
3913,2348,15,30
3919,2317,15,30
3929,2173,15,30
3930,2087,15,30
3932,2252,15,30
3942,2358,15,30
3952,2241,25,26
3959,2101,15,30
3960,2012,25,12
3966,2144,15,30
3967,2140,15,30
3969,2266,15,30
3973,2130,15,30
3980,2241,15,30
3989,2089,15,30
4006,2040,15,30
4013,2265,25,16
4014,2249,15,30
4015,2221,15,30
4016,2072,15,30
4036,2102,15,30
4043,2113,15,30
4045,2236,15,30
4053,2183,15,30
4054,2376,10,30
4057,2549,10,30
4059,2343,15,30
4062,2316,15,30
4063,2443,10,30
4067,2381,10,30
4068,2057,15,30
4071,2267,15,30
4074,2363,10,30
4077,2513,10,30
4080,2201,25,21
4081,2027,15,30
4084,2168,15,30
4092,2215,15,30
4095,2327,15,30
4107,2319,15,30
4112,2115,15,30
4121,2104,15,30
4122,2246,15,30
4124,2137,15,30
4125,2264,15,30
4126,2268,15,30
4129,2322,25,15
4132,2365,10,30
4133,2218,25,28
4137,2276,15,30
4140,2321,15,30
4144,2162,15,30
4155,2389,25,14
4160,2274,25,10
4171,2188,25,23
4172,2220,15,30
4173,2335,15,30
4178,2009,15,30
4179,2128,15,30
4183,2181,15,30
4186,2120,25,17
4194,2306,15,30
4195,2137,15,30
4198,2157,15,30
4200,2411,10,30
4205,2247,15,30
4208,2171,15,30
4210,2294,15,30
4215,2165,15,30
4216,2120,25,16
4228,2271,15,30
4231,2292,15,30
4234,2089,15,30
4236,2167,25,24
4237,2283,15,30
4245,2466,10,30
4248,2084,15,30
4254,2132,15,30
4258,2427,10,30
4264,2237,15,30
4267,2326,15,30
4270,2057,15,30
4278,2112,15,30
4282,2242,15,30
4299,2310,15,30
4302,2330,15,30
4312,2145,25,15
4314,2431,10,30
4315,2233,25,9
4316,2364,15,30
4319,2233,15,30
4321,2278,15,30
4326,2578,10,30
4327,2345,10,30
4330,2140,15,30
4333,2243,15,30
4334,2279,15,30
4335,2071,15,30
4341,2348,15,30
4355,2093,25,15
4359,2053,15,30
4360,2201,15,30
4362,2103,15,30
4366,2117,15,30
4367,2135,15,30
4379,2390,10,30
4381,2267,15,30
4388,2117,15,30
4389,2109,25,24
4391,2231,25,22
4393,2212,25,22
4400,2402,10,30
4405,2511,10,30
4410,2100,15,30
4422,2090,15,30
4423,2018,15,30
4425,2208,15,30
4427,2089,25,27
4428,2209,15,30
4435,2217,15,30
4446,2367,15,30
4448,2051,25,9
4458,2087,25,13
4462,2295,25,11
4463,2235,25,18
4473,2187,15,30
4474,2346,15,30
4475,2199,15,30
4476,2553,10,30
4484,2204,25,9
4486,2500,10,30
4489,2217,15,30
4491,2191,15,30
4492,2325,10,30
4493,2059,25,18
4498,2219,15,30
4502,2222,15,30
4504,2165,15,30
4510,2249,15,30
4513,2208,15,30
4516,2152,25,28
4519,2562,10,30
4521,2222,15,30
4525,2242,15,30
4539,2418,10,30
4548,2309,15,30
4550,2487,10,30
4551,2142,15,30
4558,2482,10,30
4562,2047,15,30
4564,2254,15,30
4566,2333,10,30
4567,2293,15,30
4583,2353,15,30
4585,2289,15,30
4589,2092,15,30
4600,2398,25,13
4603,2198,15,30
4604,2160,15,30
4606,2256,15,30
4614,2282,15,30
4617,2074,15,30
4620,2407,10,30
4622,2291,15,30
4630,2101,15,30
4631,2301,25,23
4638,2106,25,15
4648,2269,15,30
4649,2184,15,30
4653,2249,15,30
4663,2378,10,30
4668,2179,15,30
4669,2170,15,30
4674,2142,15,30
4676,2305,15,30
4685,2235,15,30
4686,2443,10,30
4692,2227,15,30
4697,2220,15,30
4699,2561,10,30
4707,2184,25,22
4710,2362,10,30
4712,2173,15,30
4716,2225,15,30
4718,2264,15,30
4720,2157,15,30
4722,2200,15,30
4723,2273,15,30
4725,2204,15,30
4734,2257,15,30
4743,2443,10,30
4747,2144,15,30
4750,2144,25,13
4751,2264,15,30
4762,2280,15,30
4764,2035,25,24
4766,2091,25,23
4767,2267,15,30
4770,2138,15,30
4772,2497,10,30
4774,2172,15,30
4779,2013,15,30
4781,2202,15,30
4782,2165,15,30
4784,2207,25,28
4788,2184,25,25
4792,2421,10,30
4795,2400,10,30
4797,2202,15,30
4798,2397,10,30
4801,2073,15,30
4804,2331,15,30
4807,2261,15,30
4811,2248,15,30
4817,2178,15,30
4822,2047,15,30
4826,2206,15,30
4828,2101,25,14
4830,2364,10,30
4832,2329,15,30
4833,2252,25,17
4834,2024,15,30
4838,2334,10,30
4840,2335,15,30
4842,2237,15,30
4848,2190,25,9
4858,2318,15,30
4859,2116,15,30
4860,2348,15,30
4864,2118,25,14
4868,2049,25,21
4869,2464,10,30
4875,2343,10,30
4876,2220,15,30
4879,2138,15,30
4888,2448,10,30
4889,2427,10,30
4890,2176,15,30
4892,2242,15,30
4897,2081,15,30
4899,2271,15,30
4901,2161,15,30
4905,2176,15,30
4917,2364,25,12
4918,2249,15,30
4920,2290,15,30
4921,2418,10,30
4922,2258,15,30
4929,2210,15,30
4930,2297,10,30
4935,2191,15,30
4936,2341,15,30
4939,2156,15,30
4941,2137,25,18
4954,2416,10,30
4958,2201,15,30
4959,2174,15,30
4969,2101,15,30
4972,2247,15,30
4973,2221,15,30
4977,2376,25,29
4978,2027,15,30
4982,2259,15,30
4987,2218,15,30
4992,2280,15,30
5003,2135,15,30
5004,2265,25,18
5007,2207,25,9
5009,2221,15,30
5019,2234,15,30
5024,2276,15,30
5035,2400,10,30
5037,2159,25,24
5043,2636,10,30
5046,2047,25,16
5048,2556,10,30
5056,2061,15,30
5057,2150,15,30
5058,2145,25,15
5061,2119,15,30
5068,2220,15,30
5070,2128,15,30
5079,2133,15,30
5081,2052,25,20
5083,2217,15,30
5085,2388,10,30
5093,2043,15,30
5094,2249,15,30
5098,2175,25,20
5103,2219,15,30
5107,2227,15,30
5112,2194,25,26
5113,2107,15,30
5114,2004,25,13
5115,2063,15,30
5117,2329,25,9
5118,2211,15,30
5122,2217,15,30
5124,2355,10,30
5129,2285,15,30
5132,2460,10,30
5133,2460,10,30
5135,2125,25,25
5136,2161,15,30
5138,2320,25,10
5141,2175,25,18
5142,2180,15,30
5151,2301,15,30
5173,2045,15,30
5175,2034,15,30
5183,2358,15,30
5185,2203,15,30
5186,2089,15,30
5191,2153,25,9
5196,2342,15,30
5200,2154,25,27
5203,2106,15,30
5209,2116,25,20
5210,2486,10,30
5220,2306,15,30
5222,2025,15,30
5225,2210,15,30
5226,2427,10,30
5228,2396,10,30
5232,2189,15,30
5233,2376,15,30
5237,2140,25,15
5243,2140,15,30
5247,2056,15,30
5252,2060,15,30
5256,2256,25,27
5257,2308,15,30
5258,2407,10,30
5264,2342,15,30
5268,2032,15,30
5279,2299,15,30
5281,2122,15,30
5289,2242,15,30
5290,2186,15,30
5294,2111,15,30
5297,2329,15,30
5299,2417,10,30
5302,2286,15,30
5303,2187,15,30
5305,2151,15,30
5306,2106,15,30
5310,2437,10,30
5311,2252,15,30
5313,2227,15,30
5318,2250,15,30
5321,2254,15,30
5336,2135,25,10
5339,2368,15,30
5340,2310,15,30
5359,2132,15,30
5361,2292,15,30
5367,2152,15,30
5372,2085,15,30
5373,2205,15,30
5376,2209,15,30
5377,2119,15,30
5384,2210,15,30
5389,2152,15,30
5393,2236,15,30
5396,2256,15,30
5401,2451,10,30
5412,2083,25,19
5417,2147,25,11
5418,2258,15,30
5419,2196,15,30
5421,2420,10,30
5430,2565,10,30
5431,2270,15,30
5435,2152,15,30
5436,2191,15,30
5437,2223,15,30
5439,2270,15,30
5442,2402,10,30
5444,2143,15,30
5448,2442,10,30
5449,2222,25,9
5450,2252,15,30
5459,2033,15,30
5467,2118,15,30
5468,2068,15,30
5469,2341,15,30
5472,2104,15,30
5479,2350,10,30
5491,2431,10,30
5493,2147,15,30
5495,2308,15,30
5498,2155,15,30
5502,2092,15,30
5503,2111,25,10
5506,2161,15,30
5510,2367,15,30
5515,2277,15,30
5516,2183,25,19
5522,2282,15,30
5523,2224,25,24
5526,2101,25,14
5533,2384,10,30
5542,2261,15,30
5555,2320,15,30
5563,2314,15,30
5568,2127,15,30
5572,2327,15,30
5575,2186,15,30
5581,2274,15,30
